YEAR,D,CREW,LOA,DRAFT,BMAX,DSPL,MAIN,GENOA,SYM,ASYM,GPH
1979,S,308,"7,142","1,187",2.38,950.,18.0,9.3,30.1,0.0,736.5
1998,S,349,"6,400","2,106",2.43,1197.,13.6,10.4,0.0,33.0,795.7
2014,C,629,"10,245","1,900",3.53,6545.,35.9,37.6,0.0,123.0,622.3
2007,C,728,"12,210","1,950",4.01,8303.,35.8,45.2,102.7,102.7,636.1
2007,C,754,"11,820","1,559",3.93,8118.,32.5,40.1,0.0,0.0,724.0
2006,R,815,"12,350","2,502",3.65,6949.,53.4,45.5,130.5,105.7,569.7
1986,C,658,"11,800","1,965",3.88,7500.,31.9,44.5,0.0,0.0,691.3
1978,C,534,"10,020","1,346",3.47,4777.,21.4,29.2,67.0,62.1,779.9
2015,C,567,"9,230","1,738",3.30,3471.,25.7,19.7,61.5,0.0,672.1
2007,R,747,"11,980","2,534",3.79,6796.,50.5,37.6,138.9,137.7,566.5
2012,C,633,"10,336","2,136",3.28,5205.,34.7,33.9,96.6,0.0,623.4
1990,C,615,"11,100","1,933",3.64,6300.,30.2,36.6,0.0,87.8,692.8
1998,C,612,"10,025","1,905",3.43,4856.,32.2,28.9,74.3,64.6,655.4
1992,R,660,"11,360","2,096",3.66,5365.,40.1,48.9,110.7,0.0,599.8
2005,C,650,"10,600","2,172",3.25,4479.,43.2,32.8,92.7,78.8,601.6
2008,C,623,"9,995","2,135",3.27,4935.,34.0,34.9,95.3,75.8,630.1
2007,C,500,"10,500","2,009",3.47,6100.,41.0,33.7,0.0,106.7,617.1
1979,S,308,"7,142","1,187",2.38,950.,18.0,9.3,30.1,0.0,736.5
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1997,C,795,"12,710","2,020",3.95,7800.,36.0,55.0,100.5,0.0,625.8
1999,C,850,"13,710","2,329",4.30,10968.,36.1,61.9,116.3,111.4,646.5
2001,C,899,"13,645","1,650",4.13,9960.,45.9,47.7,121.4,108.6,614.3
2016,C,856,"12,500","2,228",3.95,9257.,53.1,43.9,0.0,155.8,582.2
1979,S,308,"7,142","1,187",2.38,950.,15.7,8.2,0.0,0.0,794.4
2006,C,781,"12,140","1,868",3.97,8300.,32.7,37.9,0.0,92.5,687.8
1991,C,643,"10,570","1,999",3.35,3802.,31.5,25.6,0.0,88.9,642.6
1979,S,308,"7,142","1,187",2.38,950.,15.7,8.2,0.0,0.0,794.4
1997,C,752,"11,924","2,432",3.77,7451.,49.5,48.0,114.7,0.0,590.3
2009,C,745,"11,270","1,991",3.76,6900.,40.5,31.3,101.8,98.6,647.2
2003,R,863,"11,990","2,397",3.76,6474.,46.9,45.3,0.0,165.3,565.1
1995,C,817,"13,800","2,079",4.49,10174.,34.9,52.3,0.0,97.8,676.4
2012,C,820,"12,800","2,013",3.82,7353.,47.4,50.4,0.0,105.9,590.3
1981,S,397,"7,780","1,361",2.56,1778.,23.0,12.4,36.8,0.0,725.3
2004,C,620,"10,840","2,027",3.28,6269.,42.9,39.2,101.7,0.0,615.1
2000,C,736,"11,990","1,712",3.90,7500.,38.5,41.8,99.4,96.5,663.2
2012,C,747,"11,250","2,021",3.76,7294.,42.4,32.9,101.3,0.0,618.2
1997,C,752,"11,924","2,434",3.77,7516.,48.3,48.5,115.4,111.3,592.8
1982,C,650,"11,240","1,882",3.81,5397.,28.8,39.0,0.0,73.2,676.9
1979,S,308,"7,142","1,187",2.38,950.,18.0,9.3,30.1,0.0,736.5
1998,C,578,"9,490","1,933",3.22,3750.,25.0,29.2,61.1,0.0,669.1
1999,C,710,"11,250","1,740",3.59,7175.,40.2,46.5,101.3,0.0,620.7
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2017,,801,"11,500","1,622",3.99,6861.,31.5,33.1,114.9,0.0,648.4
2007,C,794,"12,120","2,498",3.84,8973.,49.4,51.5,128.9,0.0,588.8
2005,C,680,"10,600","2,170",3.25,4440.,44.3,33.1,92.6,0.0,599.8
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2004,C,843,"12,800","1,972",3.97,9295.,41.6,49.3,0.0,149.7,618.3
2000,C,661,"12,100","2,401",3.78,6344.,49.8,42.6,111.0,0.0,584.4
2010,C,1000,"13,305","2,708",4.05,9759.,64.3,50.5,0.0,195.7,549.3
2011,S,427,"7,900","1,891",2.52,1032.,24.6,14.5,0.0,69.7,591.1
1996,R,929,"13,801","2,913",4.19,7619.,69.7,51.1,0.0,166.7,523.4
1920,R,792,"12,089","2,244",3.87,5516.,52.9,39.3,88.1,0.0,588.0
2011,S,357,"6,485","1,593",2.97,1190.,24.9,15.2,0.0,56.5,675.4
1997,C,720,"11,924","2,415",3.77,7105.,49.3,36.2,110.6,99.9,597.6
2016,C,590,"12,090","1,832",3.09,5323.,35.0,24.6,0.0,94.9,650.6
2003,S,461,"7,960","1,992",2.50,1529.,24.0,14.6,0.0,67.6,637.9
2008,C,796,"12,240","2,484",3.90,7900.,54.0,39.1,132.3,130.8,582.0
2008,C,582,"9,790","1,939",3.43,3748.,34.9,26.9,82.4,0.0,629.4
1990,C,878,"13,660","2,407",3.83,13957.,48.1,44.8,0.0,0.0,677.0
1988,C,512,"10,180","1,861",3.41,4028.,36.1,30.5,79.2,0.0,644.1
1981,C,787,"13,290","2,344",4.17,10444.,41.5,70.3,144.7,0.0,602.9
2008,C,900,"13,600","2,284",4.30,10500.,56.6,57.8,0.0,137.4,576.5
1982,C,550,"9,380","1,793",3.24,3470.,27.3,19.3,53.3,0.0,697.9
1999,C,650,"11,950","1,969",3.66,9726.,44.9,23.9,0.0,162.5,618.7
1992,C,863,"13,558","2,228",4.13,8427.,53.4,66.9,132.0,161.3,558.8
2011,C,740,"10,941","2,012",3.91,7641.,39.8,26.8,0.0,107.0,645.2
1989,C,615,"10,510","1,726",3.47,4770.,29.0,27.6,49.4,0.0,691.4
1985,C,638,"11,350","2,128",3.61,6716.,39.4,35.0,73.6,0.0,651.8
1936,C,678,"12,030","1,886",3.36,8756.,26.8,35.8,112.0,0.0,700.2
1989,C,650,"11,000","2,014",3.50,5791.,41.5,24.9,76.1,73.0,647.5
2003,C,641,"10,300","1,976",3.48,5684.,32.5,32.2,0.0,83.1,656.6
1978,C,1186,"17,499","2,951",4.90,30075.,60.6,74.6,0.0,0.0,651.5
1982,C,536,"10,457","1,950",3.32,6230.,21.6,33.1,81.7,0.0,735.8
1998,C,585,"9,500","1,927",3.23,3924.,25.5,25.8,61.9,57.5,674.1
1997,C,700,"11,924","2,421",3.77,7247.,47.5,37.0,114.9,100.4,596.8
2010,C,550,"10,600","2,327",3.54,5051.,36.5,31.6,0.0,122.8,609.5
2006,R,922,"13,999","2,824",4.11,9571.,75.7,52.3,0.0,224.5,522.3
1981,C,833,"14,100","2,202",4.07,17658.,27.4,41.8,0.0,0.0,793.4
2001,C,600,"14,730","2,146",4.49,13000.,44.6,60.9,0.0,136.9,612.6
2006,C,750,"12,190","2,231",3.64,7258.,50.1,43.1,0.0,150.9,576.2
1989,R,465,"8,968","1,768",3.22,3067.,25.4,25.9,53.6,0.0,679.4
2013,C,980,"15,005","3,045",4.40,14270.,83.8,63.7,0.0,214.2,525.9
1979,C,336,"7,650","1,518",2.76,1520.,18.4,16.0,36.7,0.0,727.6
1990,C,512,"10,007","1,813",2.99,3332.,33.9,30.7,74.3,0.0,628.7
2011,R,950,"12,150","2,606",4.20,4919.,58.3,42.3,0.0,177.7,514.6
2006,R,580,"9,700","2,205",3.17,3536.,31.2,22.2,0.0,101.2,635.7
2016,C,980,"15,235","3,459",4.19,8150.,92.4,67.0,0.0,236.1,468.8
1975,C,590,"10,580","1,959",3.68,5379.,24.5,42.5,86.7,95.4,675.5
1990,R,674,"11,958","2,322",3.81,5989.,55.7,41.6,86.7,119.2,582.4
1992,R,400,"9,085","1,581",3.14,3948.,22.0,25.4,62.1,0.0,728.1
1992,S,393,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1991,C,661,"10,632","1,996",3.49,4054.,42.1,28.0,50.8,0.0,623.8
2010,C,540,"11,316","2,055",3.60,7500.,41.4,32.2,0.0,0.0,629.9
1992,R,330,"7,830","1,658",2.81,1606.,20.6,15.2,34.5,0.0,716.8
1978,C,793,"13,620","2,226",4.03,9888.,40.2,70.9,148.2,142.7,594.8
1978,C,799,"13,620","2,255",4.03,10454.,42.0,73.5,146.5,0.0,597.8
2015,C,837,"12,200","2,635",3.82,5674.,50.8,33.1,0.0,139.7,557.0
2004,C,889,"12,640","2,142",3.97,9672.,35.5,52.4,94.2,105.8,633.5
1983,C,585,"11,350","1,901",3.70,5446.,46.5,36.9,70.1,0.0,638.4
2005,C,600,"11,313","2,145",3.66,7140.,42.9,36.1,94.0,0.0,623.6
2005,C,700,"16,450","2,981",4.88,17152.,92.6,73.4,0.0,201.9,535.0
2007,C,850,"12,350","2,495",3.65,6802.,54.6,46.6,130.5,0.0,565.1
2003,C,540,"12,550","2,326",3.85,8853.,51.9,44.1,103.4,100.6,604.9
1993,R,630,"10,910","2,312",3.59,4058.,41.5,30.3,87.5,0.0,592.1
2016,C,911,"13,500","2,202",4.50,10760.,40.6,46.7,0.0,162.2,629.1
2013,C,470,"11,980","2,094",4.20,8761.,40.8,37.0,0.0,90.3,657.6
1998,C,889,"14,000","1,713",4.12,9500.,43.9,56.8,0.0,0.0,653.6
1975,C,561,"10,500","1,662",3.40,6534.,26.0,43.9,0.0,79.0,733.0
1995,C,500,"11,050","1,860",3.20,3542.,41.5,36.7,0.0,114.8,582.5
2017,C,800,"16,700","2,703",4.85,20900.,98.7,81.3,0.0,252.8,527.6
2014,C,789,"11,990","2,067",3.99,8500.,45.7,39.3,0.0,0.0,655.6
1992,R,490,"10,060","1,613",2.52,2380.,36.9,45.9,104.0,0.0,559.3
2016,C,400,"10,845","2,942",4.00,4222.,43.2,39.7,0.0,109.5,575.9
2013,C,850,"12,700","2,849",3.99,5478.,60.9,45.9,0.0,158.6,523.9
1998,R,450,"9,207","1,989",3.22,2387.,36.5,24.3,89.3,0.0,602.2
1989,R,400,"10,075","1,909",2.56,1887.,33.6,24.7,78.2,0.0,579.6
1989,C,652,"10,800","2,030",3.72,7050.,32.2,28.6,0.0,0.0,746.9
2006,C,842,"12,350","2,513",3.65,7207.,52.1,43.3,130.5,0.0,573.1
1978,C,400,"10,788","1,818",2.75,5486.,33.9,33.1,90.8,0.0,664.6
1997,C,682,"10,940","1,971",3.52,6650.,35.7,41.8,0.0,0.0,695.6
2004,C,780,"11,930","1,862",3.96,8748.,36.2,46.1,0.0,0.0,695.5
2005,R,1600,"21,490","4,495",5.04,14023.,172.4,181.1,0.0,470.2,367.0
2010,C,920,"13,589","2,691",4.18,13217.,66.0,54.7,139.2,141.5,568.8
1989,C,700,"12,188","1,644",4.02,9610.,30.7,37.0,108.3,0.0,708.7
2010,R,800,"12,500","2,228",3.82,7606.,55.1,46.7,131.9,0.0,572.8
1995,R,850,"18,283","4,468",5.11,12739.,162.6,44.0,0.0,300.6,441.5
1999,C,1100,"14,506","2,811",4.51,12375.,69.0,50.2,151.6,150.1,564.8
2003,C,600,"13,330","2,353",4.23,11496.,48.0,53.5,137.2,0.0,614.8
1978,C,400,"8,400","1,652",2.71,3482.,17.6,27.7,0.0,0.0,764.2
2001,C,175,"10,757","2,136",3.52,5120.,37.4,35.4,0.0,107.8,626.1
2005,C,500,"10,535","2,423",3.23,3725.,30.9,31.9,95.7,0.0,617.8
2001,C,175,"10,757","2,136",3.52,5120.,37.4,29.4,0.0,107.8,631.8
2000,C,790,"11,970","2,419",4.30,7479.,50.9,36.7,104.0,102.5,599.5
2001,C,600,"11,800","2,116",3.79,9560.,55.8,54.4,121.8,142.4,608.5
1980,C,450,"10,500","1,960",3.43,3758.,38.8,35.6,91.3,0.0,624.5
2000,C,1150,"15,789","3,287",4.44,10947.,96.9,59.6,0.0,249.8,484.3
2015,C,720,"15,380","2,601",4.53,16440.,87.3,57.3,0.0,221.7,539.1
2012,S,290,"7,990","1,960",2.54,1540.,28.0,19.9,0.0,72.0,621.1
2012,S,290,"7,990","1,960",2.54,1540.,28.0,19.9,0.0,72.0,617.8
2002,C,530,"8,500","1,783",3.64,2800.,26.3,27.0,0.0,83.6,643.3
1995,C,450,"9,990","2,004",2.98,3760.,35.7,28.2,63.1,0.0,628.4
2009,C,440,"9,993","2,248",3.30,4419.,36.1,28.6,0.0,103.7,623.3
1992,R,400,"10,305","1,734",2.53,1950.,29.8,15.3,64.3,0.0,600.5
2000,C,470,"9,550","2,066",2.98,2573.,40.7,32.0,0.0,103.4,581.4
1998,C,850,"13,980","2,224",4.40,11205.,49.1,61.6,143.4,0.0,593.9
2007,C,600,"10,360","1,938",3.38,5799.,40.0,27.8,113.7,96.5,614.3
2016,R,980,"16,740","3,482",4.29,8361.,92.5,66.7,0.0,236.4,471.9
2013,S,510,"7,990","1,960",2.54,1540.,25.1,18.5,0.0,71.3,619.1
2011,C,736,"11,462","2,074",3.58,6929.,43.8,39.2,0.0,87.8,619.4
2004,C,580,"15,220","2,945",4.29,12514.,80.8,64.0,178.9,177.9,534.9
1999,C,700,"10,944","2,083",3.71,6287.,36.6,29.1,84.4,0.0,653.0
2016,C,980,"15,235","3,459",4.19,8150.,92.4,67.0,0.0,236.1,468.8
1985,C,512,"10,000","1,788",2.99,2982.,33.5,30.3,74.6,0.0,621.4
2007,C,490,"9,800","1,907",3.49,3545.,37.6,28.0,0.0,109.7,602.7
1999,C,1100,"14,506","2,811",4.51,12375.,69.0,63.7,151.6,150.1,558.7
2005,C,640,"11,313","1,962",3.66,7100.,42.5,32.5,87.5,0.0,628.9
1993,C,316,"6,220","1,744",2.50,1215.,13.9,10.4,33.4,25.8,767.3
2005,C,590,"9,980","1,995",3.37,4494.,34.6,24.2,72.7,0.0,646.8
2005,C,590,"9,982","2,003",3.37,4659.,34.8,32.5,77.4,0.0,636.3
2009,C,600,"11,990","2,136",3.88,8525.,47.0,40.1,95.1,0.0,619.3
1996,C,500,"9,798","2,091",3.33,4516.,30.1,27.7,63.0,0.0,665.5
2003,C,700,"12,060","2,059",3.89,7672.,41.1,42.5,93.6,0.0,624.3
2013,C,650,"10,990","2,196",3.62,6198.,42.1,31.3,0.0,111.6,615.2
1996,S,320,"7,510","1,563",2.55,1188.,20.7,14.8,44.4,0.0,664.3
2004,C,550,"9,720","1,804",3.25,4034.,27.8,23.4,0.0,0.0,748.1
2003,C,735,"11,990","2,064",3.89,7806.,43.7,39.9,99.6,0.0,617.0
1995,C,450,"9,913","1,831",3.28,4385.,33.0,20.8,62.2,0.0,666.3
1998,C,400,"12,300","1,777",4.13,8365.,27.4,47.8,107.2,0.0,661.3
1989,C,480,"11,400","1,833",3.51,5746.,40.3,25.4,74.8,0.0,653.5
1997,C,500,"11,920","2,410",3.77,7018.,45.5,34.2,101.3,102.1,607.9
2000,C,840,"12,480","2,347",3.92,6915.,52.6,40.7,112.8,99.3,577.4
2003,C,1621,"19,280","3,647",4.95,20969.,98.7,88.5,0.0,317.9,486.4
1998,C,450,"12,310","1,733",3.93,8068.,32.9,50.7,94.8,0.0,654.0
2008,C,830,"13,665","2,761",4.20,11319.,58.3,53.9,141.8,121.0,572.0
2008,C,765,"12,240","2,485",3.90,7905.,50.8,41.1,132.8,134.4,585.0
1972,C,630,"12,750","1,944",3.83,6880.,35.9,60.5,134.0,0.0,625.2
1989,C,650,"11,225","2,221",3.46,5413.,29.8,29.4,76.5,0.0,665.0
1971,C,433,"8,456","1,558",2.79,2920.,14.5,25.6,0.0,55.1,747.8
2004,R,985,"16,704","3,622",4.20,11558.,108.9,70.3,197.0,195.3,485.1
1994,S,400,"8,250","1,619",2.41,1420.,25.7,16.1,0.0,69.7,641.6
1982,S,384,"7,850","1,819",2.50,1400.,21.7,17.6,43.0,0.0,664.7
2001,C,580,"10,640","2,219",3.46,5517.,41.5,30.5,80.4,0.0,630.4
1992,C,415,"7,730","1,739",2.70,2120.,17.8,15.8,36.0,0.0,751.4
2005,C,596,"10,617","2,142",3.59,4310.,35.4,28.6,95.2,0.0,602.1
2005,C,500,"10,000","1,776",2.81,3381.,29.0,20.2,61.8,0.0,659.0
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
1984,C,315,"7,520","1,300",2.69,1732.,13.0,15.2,37.5,0.0,802.6
2006,C,500,"10,530","1,764",3.66,7596.,30.0,32.3,0.0,76.3,684.6
1992,,500,"13,210","2,100",3.90,9256.,54.5,40.0,0.0,118.7,609.0
2005,C,590,"9,990","1,993",3.37,4494.,34.1,26.2,80.1,64.8,643.4
2017,,525,"9,980","1,670",3.66,5667.,34.0,25.0,0.0,74.6,658.5
2003,C,626,"10,300","1,929",3.48,5128.,32.4,34.3,64.2,70.2,649.7
2001,C,600,"10,640","2,228",3.46,5571.,39.7,34.2,84.1,0.0,627.0
2004,C,940,"14,010","2,655",4.09,10246.,66.4,47.9,133.9,0.0,559.3
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2003,C,720,"14,882","2,768",4.59,13018.,60.0,54.4,154.4,126.3,572.0
2006,C,500,"11,860","1,967",3.89,7316.,40.6,40.5,0.0,93.0,626.9
2008,,640,"11,900","2,067",3.98,8850.,36.6,39.6,0.0,110.3,638.4
2003,C,620,"11,990","2,066",3.89,7838.,44.0,40.5,101.4,0.0,615.7
1993,C,630,"10,720","2,028",3.45,5227.,38.3,37.5,82.6,0.0,622.8
1986,S,320,"6,578","1,171",2.49,1470.,14.3,11.4,0.0,32.6,786.3
2005,C,800,"12,950","2,576",3.92,10079.,52.0,43.9,152.7,0.0,582.4
1987,C,500,"11,552","2,046",3.69,6880.,43.8,31.6,75.5,0.0,640.2
1974,,328,"7,350","1,464",2.63,1633.,12.2,17.9,35.6,0.0,782.7
2012,C,720,"12,890","2,393",3.98,8678.,53.7,43.3,0.0,153.8,578.7
2000,C,750,"12,100","2,413",3.78,6617.,50.0,38.1,116.8,105.2,586.4
2010,C,557,"9,515","1,946",3.21,4042.,32.5,28.2,82.8,73.2,638.2
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
1967,,471,"10,491","1,211",3.08,5113.,21.6,35.0,0.0,65.0,745.4
2008,C,800,"12,240","2,509",3.90,8316.,52.4,72.6,135.1,137.3,567.2
1993,C,680,"12,688","1,782",4.13,8509.,41.1,32.8,98.7,99.2,643.6
2016,C,500,"12,520","2,427",3.94,9051.,54.1,44.0,118.1,151.2,575.3
2006,C,870,"12,350","2,341",3.65,7165.,53.5,45.5,130.5,0.0,572.8
2000,R,1199,"15,839","3,246",4.44,9599.,106.5,65.0,0.0,231.6,475.8
1994,C,650,"10,060","1,821",3.28,4522.,36.4,34.7,69.4,0.0,639.1
2009,C,700,"10,660","2,307",3.64,5670.,40.5,31.2,88.9,0.0,621.7
2005,C,750,"11,300","2,329",3.58,6243.,43.7,32.7,92.0,0.0,613.8
1970,C,400,"9,098","1,640",2.82,3734.,19.6,30.9,62.2,0.0,721.8
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2003,C,400,"12,060","2,075",3.89,8089.,44.9,39.6,91.6,85.4,627.2
1970,C,360,"9,098","1,655",2.82,3911.,18.4,25.2,63.8,0.0,742.2
2000,C,480,"9,577","2,034",3.10,2758.,29.1,25.1,57.9,0.0,631.1
1985,C,470,"9,447","1,637",3.02,4473.,31.2,30.5,62.0,0.0,683.9
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
1985,C,480,"10,543","1,880",3.52,5817.,38.8,31.7,65.4,0.0,669.7
2001,C,880,"12,090","2,408",3.55,7029.,57.2,39.3,116.0,96.7,575.4
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2002,C,420,"10,146","1,855",3.28,4982.,35.4,27.2,77.2,63.1,648.2
2005,C,410,"10,200","1,763",3.38,5320.,38.4,27.0,0.0,73.2,656.9
2008,C,600,"10,250","2,025",3.33,3880.,43.6,27.4,0.0,133.8,595.3
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2003,C,500,"12,903","1,895",3.95,8953.,51.5,51.8,123.8,108.9,586.2
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2010,C,450,"9,598","1,927",3.35,4000.,30.0,24.7,0.0,89.0,648.2
2001,C,450,"10,757","2,147",3.52,5353.,38.1,28.4,0.0,114.0,625.9
2007,R,850,"12,180","2,985",4.15,5318.,78.7,39.3,0.0,168.4,514.0
2006,C,1110,"13,071","2,702",3.85,7891.,65.9,46.2,0.0,185.3,528.6
1998,C,450,"11,710","2,001",3.94,8204.,41.8,48.5,95.0,81.0,636.1
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2008,C,796,"12,240","2,487",3.90,7911.,53.4,41.0,144.9,0.0,574.2
1977,C,540,"10,803","1,891",3.13,6036.,22.3,39.1,80.0,0.0,696.8
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2011,C,560,"10,000","2,192",2.93,3217.,31.5,25.8,72.0,0.0,615.0
2003,C,850,"13,578","2,330",4.24,11231.,54.7,44.6,143.5,0.0,591.6
2007,C,670,"10,360","1,920",3.38,5632.,39.7,27.7,82.5,0.0,638.8
1982,C,320,"9,750","1,810",3.12,4500.,27.8,25.1,52.5,0.0,708.2
2009,C,750,"12,240","2,005",3.90,8671.,51.7,40.0,127.4,115.9,597.3
1997,R,840,"12,411","2,610",3.96,5373.,64.6,39.0,158.4,0.0,531.1
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2008,C,1020,"13,078","2,244",4.02,9100.,63.4,44.1,138.0,139.2,562.2
1985,C,470,"10,007","1,803",2.99,3174.,32.5,25.9,57.3,0.0,638.3
2004,C,802,"11,345","2,031",3.47,6805.,47.3,37.5,107.6,0.0,608.2
1998,C,550,"9,490","1,930",3.22,3824.,25.9,31.5,61.6,0.0,666.2
2005,C,520,"9,982","2,000",3.37,4616.,34.7,32.9,73.6,0.0,638.6
2008,R,1250,"15,858","3,360",4.39,7034.,95.8,64.3,0.0,263.0,440.8
2007,C,700,"11,750","2,149",4.12,7474.,44.8,43.8,0.0,109.7,602.0
2009,C,810,"12,240","2,471",3.90,7841.,53.6,42.3,131.6,0.0,580.6
2016,C,620,"11,600","2,025",3.67,6880.,45.1,35.7,96.7,95.2,604.5
2011,C,770,"11,580","2,136",3.67,7461.,47.8,38.7,122.7,0.0,597.5
2008,C,320,"10,250","2,017",3.33,3780.,42.8,27.4,0.0,129.7,605.6
2009,C,660,"10,405","2,027",3.48,5562.,41.1,38.0,95.7,73.5,616.4
1982,C,550,"9,380","1,798",3.24,3515.,27.8,23.9,55.7,0.0,685.4
2001,C,805,"12,495","1,998",3.84,7901.,52.4,52.1,109.4,0.0,589.2
1999,C,750,"11,785","1,964",3.79,7733.,49.0,42.0,110.8,91.7,604.9
1992,C,700,"11,360","2,106",3.66,5549.,40.8,49.7,109.4,92.7,598.7
2004,C,560,"11,231","2,013",3.45,6381.,41.6,41.8,89.8,0.0,618.0
2001,C,650,"10,640","2,236",3.46,5860.,40.3,43.2,82.9,0.0,623.3
1998,C,500,"11,785","1,966",3.79,7797.,46.3,34.9,104.7,82.8,620.2
2001,C,620,"10,757","2,127",3.52,4999.,38.0,40.1,0.0,119.8,609.2
2001,C,545,"10,757","2,132",3.52,4950.,37.8,40.8,0.0,119.3,608.5
2010,C,956,"13,500","2,438",4.18,9876.,61.4,48.3,0.0,167.4,565.3
1999,C,668,"11,049","2,084",3.71,6106.,39.3,51.6,0.0,128.3,613.7
1989,C,763,"12,200","2,038",3.86,7494.,41.4,50.0,106.5,106.0,609.1
2001,C,643,"10,640","2,222",3.46,5578.,40.0,42.4,84.7,0.0,618.7
1997,C,740,"11,924","2,419",3.77,7166.,47.3,48.4,101.1,97.6,595.6
2006,C,705,"12,350","2,495",3.65,6802.,53.5,44.9,0.0,172.6,562.6
2000,C,500,"10,972","1,980",3.52,6400.,38.3,41.8,105.2,94.6,622.7
1996,R,525,"9,435","2,123",3.04,2111.,35.7,20.3,0.0,102.3,583.2
2001,C,615,"10,757","2,124",3.52,4940.,37.8,42.6,0.0,120.3,607.1
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1996,R,525,"9,435","2,123",3.04,2111.,36.4,21.0,89.8,93.8,581.2
2005,C,695,"12,270","1,999",4.04,9075.,55.1,55.3,127.0,0.0,596.4
2008,C,932,"13,600","2,318",4.30,11335.,61.8,48.8,142.5,112.4,577.8
1998,C,900,"16,000","2,776",4.43,16251.,85.3,86.2,0.0,248.3,526.8
2012,R,430,"10,825","2,598",3.44,2915.,54.7,34.5,0.0,127.9,532.7
1997,C,750,"11,924","2,430",3.77,7422.,47.3,54.0,108.3,97.6,592.2
1996,R,525,"9,435","2,123",3.04,2111.,36.4,21.0,89.8,93.8,581.2
1986,C,595,"11,022","2,000",3.56,5395.,44.6,39.6,75.3,0.0,622.9
1980,C,816,"10,958","1,998",3.57,5073.,40.2,45.3,87.8,0.0,605.9
2001,C,680,"10,640","2,225",3.46,5565.,39.5,42.9,80.0,0.0,618.8
2015,R,680,"10,290","2,006",3.55,4068.,33.4,27.3,0.0,102.2,603.2
1984,C,510,"11,305","2,244",3.53,5222.,32.8,49.9,93.0,94.2,610.6
0,C,600,"10,388","1,925",3.05,2946.,39.7,21.4,0.0,87.4,595.4
1980,C,620,"10,958","1,998",3.57,5073.,39.3,45.5,92.6,0.0,609.1
2000,C,465,"9,550","2,097",2.96,3020.,34.7,31.7,0.0,96.2,603.7
2006,C,680,"13,700","2,029",4.30,10410.,44.9,58.9,0.0,134.9,600.5
1981,C,520,"10,388","1,936",3.05,3088.,36.1,27.3,67.9,0.0,611.8
2003,C,850,"12,190","2,169",3.67,6903.,46.0,48.5,0.0,147.0,580.4
1984,C,680,"11,305","2,240",3.53,5090.,32.8,47.4,102.9,0.0,607.6
1979,C,726,"10,973","1,911",3.48,7501.,32.0,50.6,86.2,0.0,664.3
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1979,C,726,"10,973","1,903",3.48,7367.,32.0,52.0,86.2,0.0,663.0
2001,C,595,"11,049","1,859",3.71,6114.,37.5,47.6,0.0,130.6,620.0
1981,C,1105,"15,310","2,407",3.68,7835.,59.1,84.8,159.1,182.8,503.3
1986,C,617,"11,385","2,195",3.79,6551.,42.4,51.9,105.7,0.0,606.5
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1983,C,665,"10,790","2,125",3.64,4800.,33.0,47.1,93.7,82.4,621.8
2019,C,785,"13,305","2,689",4.05,9450.,65.3,52.9,158.0,163.6,543.2
2002,R,800,"15,850","3,210",4.10,7857.,100.5,63.5,0.0,254.2,461.0
2014,C,510,"9,990","1,920",3.54,5450.,35.3,36.7,0.0,69.8,654.7
1985,C,535,"11,000","1,675",3.04,4564.,30.7,33.2,69.7,0.0,657.2
2006,R,850,"11,970","2,398",2.97,4132.,49.0,35.7,126.0,125.3,541.0
1996,R,525,"9,435","2,123",3.04,2111.,36.4,21.0,89.8,93.8,581.2
2008,S,425,"7,840","1,878",2.44,1087.,25.9,13.5,0.0,67.6,621.3
1981,C,510,"9,290","2,078",2.81,2200.,30.4,21.1,60.7,0.0,615.7
